,Unnamed: 0,EstNumber,EstID,Parent Corporation,Establishment Name,State,Size,Animals Processed,"Processed
Volume
Category","Slaughter
Volume
Category",Full Address,latitude,longitude,Sales Volume (Location)
43,119,P1257,44,Fieldale Farms Corporation,Fieldale Farms Corporation,Georgia,Large,Chicken,4,5,"5163 Thompson Bridge Road, Murrayville, GA 30564",34.4112361,-83.9004677,381515
44,120,P1250,41,Fieldale Farms Corporation,Fieldale Farms Corporation,Georgia,Large,Chicken,5,5,"2115 Industrial Blvd., Cornelia, GA 30531",34.5073932,-83.5383342,159866
45,121,P1480,53,Independent,"Tip Top Poultry, Inc.",Georgia,Large,Chicken,4,5,"327 Wallace Rd., Marietta, GA 30065",33.9590699,-84.5145147,270348
46,122,P910,39,Independent,"Harrison Poultry, Inc.",Georgia,Large,Chicken,5,5,"107 Star Street, Bethlehem, GA 30620",33.9297941,-83.7057986,125052
47,123,P6505,72,Independent,"Norman W. Fries, Inc.",Georgia,Large,Chicken,5,5,"8816 Highway 301 North, Claxton, GA 30417",32.1806711,-81.8880269,45453
48,124,P177,9,JBS,Pilgrim's Pride Corporation,Georgia,Large,Chicken,5,5,"949 Industrial Blvd., Gainesville, GA 30503",34.2831469,-83.8272486,112211
49,125,P476,29,JBS,Pilgrim's Pride Corporation,Georgia,Large,Chicken,5,5,"616 Kingsbridge Road, Carrollton, GA 30117",33.5965864,-85.0889205,7815
50,126,P1284,48,JBS,Pilgrim's Pride Corporation,Georgia,Large,Chicken,5,5,"654 Univeter Road, Canton, GA 30115",34.1951089,-84.502063,127648
51,127,P40,3,JBS,Pilgrim's Pride Corporation,Georgia,Large,Chicken,5,5,"125 Industrial Blvd., Ellijay, GA 30540",34.6851917,-84.4922005,159866
52,128,P1272,45,JBS,Pilgrim's Pride Corporation,Georgia,Large,Chicken,5,5,"113 McNeil Drive, Douglas, GA 31533",31.5271469,-82.8470149,149707
53,129,P646,32,Koch Foods,"JCG Foods of Georgia, LLC",Georgia,Large,Chicken,5,5,"14075 GA Hwy 116 East, Pine Mt Valley, GA 31823",32.7974716,-84.8156607,382848
54,130,P32,2,Mar-Jac,"Mar-Jac Poultry, Inc.",Georgia,Large,Chicken,5,5,"1020 Aviation Blvd, Gainesville, GA 30501",34.2796071,-83.8290719,0
55,131,P21234,7855,Perdue,Perdue Foods LLC,Georgia,Large,Chicken,5,5,"250 Ga Hwy 247 Spur, Perry, GA 31069",32.443208,-83.628483,448325
56,132,P2686,63,Tyson,"Keystone Foods, LLC",Georgia,Large,Chicken,5,5,"7220 US Highway 19 North, Camilla, GA 31730",31.2795225,-84.1822013,4496
57,133,P18873,245,Tyson,"Tyson Foods, Inc.",Georgia,Large,Chicken,5,5,"1151 E. Pine Street, Vienna, GA 31092",32.0961952,-83.7687373,190673
58,134,P243,15,Tyson,"Tyson Foods, Inc.",Georgia,Large,Chicken,5,5,"340 W. Maple, Cumming, GA 30040",34.2055162,-84.1426892,221540
59,140,P17340,2111,JBS,Pilgrim's Pride Corporation,Kentucky,Large,Chicken,5,5,"2653 State Route 1241, Hickory, KY 42051",36.8305535,-88.6533767,173877
60,141,P19112,2160,Perdue,Perdue Foods LLC,Kentucky,Large,Chicken,5,5,"489 Cromwell Road, Cromwell, KY 42333",37.3479455,-86.7939417,17315
61,142,P20245,2197,Tyson,"Keystone Foods, LLC",Kentucky,Large,Chicken,5,5,"2294 KY Highway 90 West, Albany, KY 42602",36.7587539,-85.1795263,222492
62,143,P19514,2173,Tyson,"Tyson Foods, Inc.",Kentucky,Large,Chicken,5,5,"14660  U S Highway 41 South, Robards, KY 42452",37.6559523,-87.5184314,15510
63,144,P7264 + V7264,3890,Cargill,"Sanderson Farms, Inc.",Louisiana,Large,Chicken,5,5,"13111 Hwy 190 West, Hammond, LA 70401",30.505053,-90.508328,300684
64,145,P33900 + V33900,13257,Foster Farms,Foster Farms,Louisiana,Large,Chicken,5,5,"6648 HWY 15 North, Farmerville, LA 71241",32.8335179,-92.4320785,972698
65,146,P19865 + V19865,4093,House of Raeford,House of Raeford Farms of LA,Louisiana,Large,Chicken,5,5,"3867 2nd St., Hwy 80 West, Arcadia, LA 71001",32.5515487,-92.9243858,277632
66,147,P5787,3870,JBS,Pilgrim's Pride Corporation,Louisiana,Large,Chicken,5,5,"7088 Hwy 1 Bypass, Natchitoches, LA 71457",31.7253908,-93.1081185,223470
67,148,P7927,2351,Amick,"AMICK FARMS, LLC",Maryland,Large,Chicken,5,5,"274 NEALSON STREET, HURLOCK, MD 21643",38.6356412,-75.8581159,114909
68,149,P764,2250,Perdue,"Perdue Foods, LLC",Maryland,Large,Chicken,5,5,"521 Willow St., Salisbury, MD 21801",38.3661104,-75.606561,123060
69,153,M322A + P322,2961,JBS,Pilgrim's Pride Corporation,Minnesota,Large,Chicken,5,5,"851 Sauk River Road, Cold Spring, MN 56320",45.4607801,-94.4055917,606094
70,154,P13369 + V13369,3752,George's,"George's Processing, Inc.",Missouri,Large,Chicken,5,5,"9066 State Hwy W, Cassville, MO 65625",36.7454393,-93.9202005,10159
71,155,P727 + V727,3543,Simmons Foods,"Simmons Prepared Foods, Inc.",Missouri,Large,Chicken,5,5,"10700 South State Hwy 43, South West City, MO 64863",36.5424638,-94.6002146,15466
72,157,M13556 + P13556,3770,Tyson,Tyson Foods Inc,Missouri,Large,Chicken,5,5,"19571 Whitfield Road, Sedalia, MO 65301",38.7502656,-93.3228382,3764
73,158,M7089 + P7089,3680,Tyson,Tyson Foods Inc,Missouri,Large,Chicken,5,5,"1001 Stoddard, Dexter, MO 63841",36.7934666,-89.9446628,22775
74,159,P1315,3570,Tyson,"Tyson Foods, Inc.",Missouri,Large,Chicken,5,5,"800 County Road, Monett, MO 65708",36.9182379,-93.9131148,302215
